ID,span_rabbis_text,first_rabbi,first_rabbi_no_prefix,first_rabbi_after_link,second_rabbi,second_rabbi_no_prefix,second_rabbi_after_link,rabbis_after_link_alpha_order,interval_text,token_string,numb_intervening_tokens,masechet,start_span,end_span,amud,exist_before_new_markers_start_span,first_rabbi_after_link_id,second_rabbi_after_link_id
2085,שאבד קברינטא.  והמתנשא לכל לראש אמר ^רב חנן בר רבא אמר רב^ אפילו ריש גרגותא משמיא מוקמי,רב חנן בר רבא,רב חנן בר רבא,רב חנן בר רבא,רב,רב,רב,רב-רב חנן בר רבא, אמר ,אמר,1,Bava Batra,250342,250361,91B,250342,1327,2578
2086,ריש גרגותא משמיא מוקמי ליה.  אמר ^רב חייא בר אבין אמר רבי יהושע בן קרחה^ חס ושלום שאפילו מצאו סובין,רב חייא בר אבין,רב חייא בר אבין,רבי חייא בר אבין,רבי יהושע בן קרחה,רבי יהושע בן קרחה,רבי יהושע בן קרחה,רבי חייא בר אבין-רבי יהושע בן קרחה, אמר ,אמר,1,Bava Batra,250402,250438,91B,250402,1094,1556
2087,בקשו שנאמר בזעקך יצילך קבוציך.  אמר ^רבה בר בר חנה אמר רבי יוחנן^ לא שנו אלא מעות בזול,רבה בר בר חנה,רבה בר בר חנה,רבה בר בר חנה,רבי יוחנן,רבי יוחנן,רבי יוחנן,רבה בר בר חנה-רבי יוחנן, אמר ,אמר,1,Bava Batra,250562,250588,91B,250562,2594,1570
2101,קטנית לסאה ועפרורית לא והאמר ^רבה בר חייא קטוספאה משמיה דרבה^ בורר צרור מגרנו של חברו,רבה בר חייא קטוספאה,רבה בר חייא קטוספאה,רבה בר חייא קטוספאה,דרבה,רבה,רבה בר נחמני,רבה בר חייא קטוספאה-רבה בר נחמני, משמיה ,משמיה,1,Bava Batra,257238,257267,93B,257238,2598,2581
2118,במעשר ודאי כאן במעשר דמאי.  אמר ^רבי יוחנן משום רבי שמעון בן יהוצדק^ כדרך שאמרו לענין איסורן כך,רבי יוחנן,רבי יוחנן,רבי יוחנן,רבי שמעון בן יהוצדק,רבי שמעון בן יהוצדק,רבי שמעון בן יהוצדק,רבי יוחנן-רבי שמעון בן יהוצדק, משום ,משום,1,Bava Batra,264214,264247,97A,264214,1570,2865
2119,פפא בפרה ששותה ראשון ראשון.  אמר ^רב זוטרא בר טוביה אמר רב^ אין אומרים קידוש היום אלא,רב זוטרא בר טוביה,רב זוטרא בר טוביה,רב זוטרא בר טוביא,רב,רב,רב,רב-רב זוטרא בר טוביא, אמר ,אמר,1,Bava Batra,264511,264534,97A,264511,1006,2578
2124,מאי ולא ינוה בנוה שלו.  אמר ^רב יהודה אמר רב^ כל המתגאה בטלית של תלמיד,רב יהודה,רב יהודה,רב יהודה בר יחזקאל,רב,רב,רב,רב-רב יהודה בר יחזקאל, אמר ,אמר,1,Bava Batra,266488,266502,98A,266488,1394,2578
2133,עשר אמות לכל רוח ורוח.  אמר ^רבנאי אמר שמואל^ כרובים בנס הן עומדין שנאמר,רבנאי,רבנאי,רבנאי,שמואל,שמואל,שמואל,רבנאי-שמואל, אמר ,אמר,1,Bava Batra,269185,269199,99A,269185,2657,2763
2135,וזה אינן רשאים לזורעה.  גמ׳ אמר ^רב יהודה אמר שמואל^ אמה בית השלחין אני מוכר,רב יהודה,רב יהודה,רב יהודה בר יחזקאל,שמואל,שמואל,שמואל,רב יהודה בר יחזקאל-שמואל, אמר ,אמר,1,Bava Batra,270668,270685,99B,270668,1394,2763
2138,אמר שמואל בעל השדה זורעם ^רב נחמן אמר שמואל^ בעל השדה נוטעם מאן דאמר,רב נחמן,רב נחמן,רב נחמן בר יעקב,שמואל,שמואל,שמואל,רב נחמן בר יעקב-שמואל, אמר ,אמר,1,Bava Batra,270906,270922,99B,270906,2285,2763
2139,אבל זורעם לא חלחולי מחלחולי.  ואמר ^רב יהודה אמר שמואל^ אמת המים שכלו אגפיה מתקנה,רב יהודה,רב יהודה,רב יהודה בר יחזקאל,שמואל,שמואל,שמואל,רב יהודה בר יחזקאל-שמואל, אמר ,אמר,1,Bava Batra,271018,271035,99B,271018,1394,2763
2140,דינא לנפשיה אפילו במקום פסידא.  אמר ^רב זביד משמיה דרבא^ גזירה שמא יתן להן דרך,רב זביד,רב זביד,רב זביד,דרבא,רבא,רבא,רב זביד-רבא, משמיה ,משמיה,1,Bava Batra,271517,271534,99B,271517,993,2582
2143,מני רבי אליעזר היא דתניא ^רבי יהודה אומר משום רבי אליעזר^ רבים שבררו דרך לעצמם מה,רבי יהודה,רבי יהודה,רבי יהודה ברבי אילעאי,רבי אליעזר,רבי אליעזר,רבי אליעזר בן הורקנוס,רבי אליעזר בן הורקנוס-רבי יהודה ברבי אילעאי, אומר משום ,אומר משום,2,Bava Batra,271742,271771,100A,0,1395,417
2145,אליעזר רבים גזלנים נינהו אמר ^רב גידל אמר רב^ כגון שאבדה להן דרך באותה,רב גידל,רב גידל,רב גידל,רב,רב,רב,רב-רב גידל, אמר ,אמר,1,Bava Batra,271844,271857,100A,271844,820,2578
2146,באותה שדה.  אי הכי אמאי אמר ^רבה בר רב הונא אמר רב^ אין הלכה כרבי אליעזר מאן,רבה בר רב הונא,רבה בר רב הונא,רבה בר רב הונא,רב,רב,רב,רב-רבה בר רב הונא, אמר ,אמר,1,Bava Batra,271906,271926,100A,271906,2596,2578
2159,תפוסה ואין להן שכונת קברות ^רבי שמעון בן יהודה אומר משום רבי שמעון^ רואין את האמצעיים כאילו אינן,רבי שמעון בן יהודה,רבי שמעון בן יהודה,רבי שמעון בן יהודה איש כפר עכו,רבי שמעון,רבי שמעון,רבי שמעון בן יוחאי,רבי שמעון בן יהודה איש כפר עכו-רבי שמעון בן יוחאי, אומר משום ,אומר משום,2,Bava Batra,275699,275736,102A,0,2864,2830
2169,יתר דברי בן ננס.  גמ׳ אמר ^רבי אבא בר ממל אמר רב^ חולקין עליו חביריו על בן,רבי אבא בר ממל,רבי אבא בר ממל,רבי אבא בר ממל,רב,רב,רב,רב-רבי אבא בר ממל, אמר ,אמר,1,Bava Batra,280531,280551,105A,280531,47,2578
2172,אימא לא קא משמע לן.  אמר ^רב יהודה אמר שמואל^ זו דברי בן ננס אבל,רב יהודה,רב יהודה,רב יהודה בר יחזקאל,שמואל,שמואל,שמואל,רב יהודה בר יחזקאל-שמואל, אמר ,אמר,1,Bava Batra,280885,280902,105A,280885,1394,2763
2192,ומשלשין אמר רב הונא הלכתא ^כדייני גולה אמר רב אשי^ טעמא דדייני גולה לא ידעינן,כדייני גולה,דייני גולה,דייני גולה,רב אשי,רב אשי,רב אשי,דייני גולה-רב אשי, אמר ,אמר,1,Bava Batra,284782,284803,107B,284782,20345,571
2194,טפחים ובן חריץ שלשה.  גמ׳ אמר ^רבי חייא בר אבא אמר רבי יוחנן^ לוקח נוטל כחוש שבו אמר,רבי חייא בר אבא,רבי חייא בר אבא,רבי חייא בר אבא,רבי יוחנן,רבי יוחנן,רבי יוחנן,רבי חייא בר אבא-רבי יוחנן, אמר ,אמר,1,Bava Batra,285065,285093,107B,285065,1091,1570
2200,דאתי מיהודה תלאו הכתוב ביהודה.  אמר ^רבי יוחנן משום רבי שמעון בן יוחי^ מכאן שתולין את הקלקלה במקולקל,רבי יוחנן,רבי יוחנן,רבי יוחנן,רבי שמעון בן יוחי,רבי שמעון בן יוחי,רבי שמעון בן יוחאי,רבי יוחנן-רבי שמעון בן יוחאי, משום ,משום,1,Bava Batra,288387,288418,109B,288387,1570,2830
2212,מאי האי אמר ליה דאמר ^רב חיננא בר שלמיא משמיה דרב^ הלכה כרבי זכריה בן הקצב,רב חיננא בר שלמיא,רב חיננא בר שלמיא,רב חיננא בר שלמיא,דרב,רב,רב,רב-רב חיננא בר שלמיא, משמיה ,משמיה,1,Bava Batra,292177,292203,111A,292177,1279,2578
2218,מאי האי אמר ליה דאמר ^רב הונא אמר רב^ הלכה כרבי זכריה בן הקצב,רב הונא,רב הונא,רב הונא,רב,רב,רב,רב-רב הונא, אמר ,אמר,1,Bava Batra,292381,292394,111A,292381,895,2578
2230,אחר ובן לאו אחר הוא.  אמר ^רבי אבהו אמר רבי יוחנן^ אמר רבי ינאי אמר רבי,רבי אבהו,רבי אבהו,רבי אבהו,רבי יוחנן,רבי יוחנן,רבי יוחנן,רבי אבהו-רבי יוחנן, אמר ,אמר,1,Bava Batra,296209,296230,113A,296209,92,1570
2231,אחר הוא.  אמר רבי אבהו אמר ^רבי יוחנן אמר רבי ינאי^ אמר רבי ומטו בה משמיה,רבי יוחנן,רבי יוחנן,רבי יוחנן,רבי ינאי,רבי ינאי,רבי ינאי רבה,רבי יוחנן-רבי ינאי רבה, אמר ,אמר,1,Bava Batra,296222,296243,113A,296222,1570,1814
2232,אבהו אמר רבי יוחנן אמר ^רבי ינאי אמר רבי^ ומטו בה משמיה דרבי יהושע,רבי ינאי,רבי ינאי,רבי ינאי רבה,רבי,רבי,רבי יהודה הנשיא,רבי יהודה הנשיא-רבי ינאי רבה, אמר ,אמר,1,Bava Batra,296236,296251,113A,296236,1814,1508
2242,בקבר להנחיל לאחין מן האב.  אמר ^רבי יוחנן משום רבי יהודה^ בן רבי שמעון דבר תורה,רבי יוחנן,רבי יוחנן,רבי יוחנן,רבי יהודה,רבי יהודה,רבי יהודה ברבי אילעאי,רבי יהודה ברבי אילעאי-רבי יוחנן, משום ,משום,1,Bava Batra,298150,298173,114B,298150,1570,1395
2245,אביי גמירי דלא כלה שבטא.  אמר ^רב הונא אמר רב^ כל האומר תירש בת עם,רב הונא,רב הונא,רב הונא,רב,רב,רב,רב-רב הונא, אמר ,אמר,1,Bava Batra,299433,299446,115B,299433,895,2578
2251,תירש בת הבן עם האחין.  אמר ^רבי יוחנן משום רבי שמעון בן יוחאי^ כל שאינו מניח בן ליורשו,רבי יוחנן,רבי יוחנן,רבי יוחנן,רבי שמעון בן יוחאי,רבי שמעון בן יוחאי,רבי שמעון בן יוחאי,רבי יוחנן-רבי שמעון בן יוחאי, משום ,משום,1,Bava Batra,300397,300429,116A,300397,1570,2830
2258,דכתיב בכו בכה להלך ואמר ^רב יהודה אמר רב^ להולך בלא בן זכר אלא,רב יהודה,רב יהודה,רב יהודה בר יחזקאל,רב,רב,רב,רב-רב יהודה בר יחזקאל, אמר ,אמר,1,Bava Batra,300890,300904,116A,300890,1394,2578
2270,הבכור נוטל בראוי כבמוחזק אמר ^רב יהודה אמר שמואל^ ביתדות אהלים,רב יהודה,רב יהודה,רב יהודה בר יחזקאל,שמואל,שמואל,שמואל,רב יהודה בר יחזקאל-שמואל, אמר ,אמר,1,Bava Batra,306238,306255,119A,306238,1394,2763
2277,המקרא ודרשהו דברי רבי יאשיה ^אבא חנן אמר משום רבי אליעזר^ בבית המדרש היו יושבין והלכו,אבא חנן,אבא חנן,אבא חנן,רבי אליעזר,רבי אליעזר,רבי אליעזר בן הורקנוס,אבא חנן-רבי אליעזר בן הורקנוס, אמר משום ,אמר משום,2,Bava Batra,307357,307383,119B,0,20060,417
2281,שנאמר ותהיינה הויה אחת לכולן.  אמר ^רב יהודה אמר שמואל^ בנות צלפחד הותרו להנשא לכל,רב יהודה,רב יהודה,רב יהודה בר יחזקאל,שמואל,שמואל,שמואל,רב יהודה בר יחזקאל-שמואל, אמר ,אמר,1,Bava Batra,308959,308976,120A,308959,1394,2763
2283,ראשי המטות כתיב ביה כדאמר ^רב חסדא אמר רבי יוחנן^ ביחיד מומחה הכי נמי ביחיד,רב חסדא,רב חסדא,רב חסדא,רבי יוחנן,רבי יוחנן,רבי יוחנן,רב חסדא-רבי יוחנן, אמר ,אמר,1,Bava Batra,310316,310336,120B,310316,1345,1570
2287,מומחין.  והא ראשי המטות כתיב אמר ^רב חסדא אמר רבי יוחנן^ ביחיד מומחה,רב חסדא,רב חסדא,רב חסדא,רבי יוחנן,רבי יוחנן,רבי יוחנן,רב חסדא-רבי יוחנן, אמר ,אמר,1,Bava Batra,311382,311402,121A,311382,1345,1570
2288,חמשה עשר באב מאי היא.  אמר ^רב יהודה אמר שמואל^ יום שהותרו שבטים לבא זה,רב יהודה,רב יהודה,רב יהודה בר יחזקאל,שמואל,שמואל,שמואל,רב יהודה בר יחזקאל-שמואל, אמר ,אמר,1,Bava Batra,311661,311678,121A,311661,1394,2763
2302,שבחא דממילא ומר סבר אישתני.  אמר ^רבה בר חנא אמר רבי חייא^ עשה כדברי רבי עשה כדברי,רבה בר חנא,רבה בר חנא,רבה בר חנא,רבי חייא,רבי חייא,רבי חייא רובה,רבה בר חנא-רבי חייא רובה, אמר ,אמר,1,Bava Batra,322170,322192,124A,322170,21372,1088
2306,הלכה כרבי מחבירו ואפילו מחביריו.  אמר ^רב נחמן אמר רב^ אסור לעשות כדברי רבי קא,רב נחמן,רב נחמן,רב נחמן בר יעקב,רב,רב,רב,רב-רב נחמן בר יעקב, אמר ,אמר,1,Bava Batra,322321,322334,124B,322321,2285,2578
2317,דלא שקיל ומני רבנן היא.  אמר ^רב יהודה אמר שמואל^ אין בכור נוטל פי שנים,רב יהודה,רב יהודה,רב יהודה בר יחזקאל,שמואל,שמואל,שמואל,רב יהודה בר יחזקאל-שמואל, אמר ,אמר,1,Bava Batra,322836,322853,124B,322836,1394,2763
2325,מעות שבק אבוהון.  ועוד הא אמר ^רב נחמן אמר רבה בר אבוה^ יתומים שגבו קרקע בחובת אביהן,רב נחמן,רב נחמן,רב נחמן בר יעקב,רבה בר אבוה,רבה בר אבוה,רבה בר אבוה,רב נחמן בר יעקב-רבה בר אבוה, אמר ,אמר,1,Bava Batra,323904,323926,125A,323904,2285,2586
2328,בין שגבו מעות.  [126A]  ומלוה שעמו פלגי.  אמר ^רב הונא אמר רב אסי^ בכור שמיחה מיחה,רב הונא,רב הונא,רב הונא,רב אסי,רב אסי,רב אסי,רב אסי-רב הונא, אמר ,אמר,1,Bava Batra,324894,324911,126A,324894,895,534
2332,עוקבא בר חמא אהא דאמר ^רב יהודה אמר שמואל^ בכור ופשוט שהניח להן אביהן,רב יהודה,רב יהודה,רב יהודה בר יחזקאל,שמואל,שמואל,שמואל,רב יהודה בר יחזקאל-שמואל, אמר ,אמר,1,Bava Batra,325172,325189,126A,325172,1394,2763
2335,דרבא אמר ויתר באותה שדה ^רב פפי משמיה דרבא^ אמר ויתר בכל הנכסים כולן,רב פפי,רב פפי,רב פפי,דרבא,רבא,רבא,רב פפי-רבא, משמיה ,משמיה,1,Bava Batra,325430,325446,126A,325430,2533,2582
2336,דרבא אמר ויתר בכל הנכסים כולן.  ^רב פפא משמיה דרבא^ אמר ויתר באותה שדה קא,רב פפא,רב פפא,רב פפא,דרבא,רבא,רבא,רב פפא-רבא, משמיה ,משמיה,1,Bava Batra,325475,325491,126A,325475,2518,2582
2368,ליה ודאי משיב אבדה הוי.  דרש ^מר זוטרא משמיה דרב שימי בר אשי^ הלכתא בכל הני שמעתתא כדשלח,מר זוטרא,מר זוטרא,מר זוטרא חסידא,דרב שימי בר אשי,רב שימי בר אשי,רב שימי בר אשי,מר זוטרא חסידא-רב שימי בר אשי, משמיה ,משמיה,1,Bava Batra,331963,331992,128B,331963,2161,2735
